phase,patterns,corpus,searcher,threads_label,tag,thr,bytes,matches,min_ms,mean_ms,median_ms,max_ms,cv_pct,mbps,gbps,wrk,pattern_count,automaton_states,automaton_kib,build_ms,warmup,iters,log_file
A_speedup_curves,patterns_et_32,enron_corpus,pattern_sharded_prefix,1,,1,1421183736,58367984,6036.072,6036.618,6036.454,6037.111,0.01,224.52,1.8834,1,44678,508896,518942.72,308.052,2,5,runs/idealab-X870E-AORUS-MASTER/A_speedup_curves/patterns_et_32__enron_corpus__pattern_sharded_prefix__T1.log
A_speedup_curves,patterns_et_32,enron_corpus,pattern_sharded_prefix,10,,10,1421183736,58367984,2482.652,2505.008,2509.941,2512.256,0.50,541.05,4.5387,10,44678,508896,518942.72,328.875,2,5,runs/idealab-X870E-AORUS-MASTER/A_speedup_curves/patterns_et_32__enron_corpus__pattern_sharded_prefix__T10.log
A_speedup_curves,patterns_et_32,enron_corpus,pattern_sharded_prefix,12,,12,1421183736,58367984,2615.650,2645.441,2648.493,2663.802,0.68,512.33,4.2978,12,44678,508896,518942.72,326.766,2,5,runs/idealab-X870E-AORUS-MASTER/A_speedup_curves/patterns_et_32__enron_corpus__pattern_sharded_prefix__T12.log
A_speedup_curves,patterns_et_32,enron_corpus,pattern_sharded_prefix,14,,14,1421183736,58367984,2738.202,2740.682,2740.362,2744.534,0.09,494.53,4.1484,14,44678,508896,518942.72,327.457,2,5,runs/idealab-X870E-AORUS-MASTER/A_speedup_curves/patterns_et_32__enron_corpus__pattern_sharded_prefix__T14.log
A_speedup_curves,patterns_et_32,enron_corpus,pattern_sharded_prefix,16,,16,1421183736,58367984,2492.491,2495.581,2496.391,2498.506,0.11,543.10,4.5558,16,44678,508896,518942.72,332.718,2,5,runs/idealab-X870E-AORUS-MASTER/A_speedup_curves/patterns_et_32__enron_corpus__pattern_sharded_prefix__T16.log
A_speedup_curves,patterns_et_32,enron_corpus,pattern_sharded_prefix,18,,18,1421183736,58367984,2471.277,2473.142,2473.687,2475.022,0.06,548.03,4.5972,18,44678,508896,518942.72,322.760,2,5,runs/idealab-X870E-AORUS-MASTER/A_speedup_curves/patterns_et_32__enron_corpus__pattern_sharded_prefix__T18.log
A_speedup_curves,patterns_et_32,enron_corpus,pattern_sharded_prefix,2,,2,1421183736,58367984,4070.140,4071.788,4071.359,4073.867,0.03,332.86,2.7923,2,44678,508896,518942.72,326.852,2,5,runs/idealab-X870E-AORUS-MASTER/A_speedup_curves/patterns_et_32__enron_corpus__pattern_sharded_prefix__T2.log
A_speedup_curves,patterns_et_32,enron_corpus,pattern_sharded_prefix,20,,20,1421183736,58367984,2497.050,2504.491,2506.299,2507.708,0.18,541.17,4.5396,20,44678,508896,518942.72,325.829,2,5,runs/idealab-X870E-AORUS-MASTER/A_speedup_curves/patterns_et_32__enron_corpus__pattern_sharded_prefix__T20.log
A_speedup_curves,patterns_et_32,enron_corpus,pattern_sharded_prefix,22,,22,1421183736,58367984,2464.754,2515.387,2467.682,2589.407,2.65,538.82,4.5200,22,44678,508896,518942.72,334.856,2,5,runs/idealab-X870E-AORUS-MASTER/A_speedup_curves/patterns_et_32__enron_corpus__pattern_sharded_prefix__T22.log
A_speedup_curves,patterns_et_32,enron_corpus,pattern_sharded_prefix,24,,24,1421183736,58367984,2464.993,2528.842,2477.295,2622.650,3.18,535.96,4.4959,24,44678,508896,518942.72,329.791,2,5,runs/idealab-X870E-AORUS-MASTER/A_speedup_curves/patterns_et_32__enron_corpus__pattern_sharded_prefix__T24.log
