phase,patterns,corpus,searcher,threads_label,tag,thr,bytes,matches,min_ms,mean_ms,median_ms,max_ms,cv_pct,mbps,gbps,wrk,pattern_count,automaton_states,automaton_kib,build_ms,warmup,iters,log_file
H_skew,patterns_et_32,enron_skew_clustered,pthread_chunked_flat,12,rep01_perthread,12,4294967296,141136256,14368.984,18581.627,20009.395,21366.503,19.97,220.43,1.8491,12,44678,508896,518942.72,451.319,1,3,runs/i5_2026-07-02/H_skew/patterns_et_32__enron_skew_clustered__pthread_chunked_flat__T12_rep01_perthread.log
H_skew,patterns_et_32,enron_skew_clustered,pthread_chunked_flat,12,rep02_perthread,12,4294967296,141136256,14189.743,16995.187,17332.919,19462.898,15.61,241.01,2.0217,12,44678,508896,518942.72,454.059,1,3,runs/i5_2026-07-02/H_skew/patterns_et_32__enron_skew_clustered__pthread_chunked_flat__T12_rep02_perthread.log
H_skew,patterns_et_32,enron_skew_clustered,pthread_chunked_flat,12,rep03_perthread,12,4294967296,141136256,15042.237,16839.643,15544.650,19932.041,15.97,243.24,2.0404,12,44678,508896,518942.72,456.868,1,3,runs/i5_2026-07-02/H_skew/patterns_et_32__enron_skew_clustered__pthread_chunked_flat__T12_rep03_perthread.log
H_skew,patterns_et_32,enron_skew_clustered,pthread_chunked_flat,12,rep04_perthread,12,4294967296,141136256,15613.872,18667.377,19947.196,20441.064,14.23,219.42,1.8406,12,44678,508896,518942.72,458.603,1,3,runs/i5_2026-07-02/H_skew/patterns_et_32__enron_skew_clustered__pthread_chunked_flat__T12_rep04_perthread.log
H_skew,patterns_et_32,enron_skew_clustered,pthread_chunked_flat,12,rep05_perthread,12,4294967296,141136256,14506.132,16864.668,15954.755,20133.116,17.32,242.87,2.0374,12,44678,508896,518942.72,457.792,1,3,runs/i5_2026-07-02/H_skew/patterns_et_32__enron_skew_clustered__pthread_chunked_flat__T12_rep05_perthread.log
H_skew,patterns_et_32,enron_skew_clustered,pthread_chunked_v2,12,rep01_perthread,12,4294967296,141136256,18953.153,21544.073,22711.261,22967.806,10.43,190.12,1.5949,12,44678,508896,518942.72,454.584,1,3,runs/i5_2026-07-02/H_skew/patterns_et_32__enron_skew_clustered__pthread_chunked_v2__T12_rep01_perthread.log
H_skew,patterns_et_32,enron_skew_clustered,pthread_chunked_v2,12,rep02_perthread,12,4294967296,141136256,18335.904,19907.650,18408.230,22978.817,13.36,205.75,1.7260,12,44678,508896,518942.72,498.706,1,3,runs/i5_2026-07-02/H_skew/patterns_et_32__enron_skew_clustered__pthread_chunked_v2__T12_rep02_perthread.log
H_skew,patterns_et_32,enron_skew_clustered,pthread_chunked_v2,12,rep03_perthread,12,4294967296,141136256,18390.705,21415.127,21709.323,24145.354,13.49,191.27,1.6045,12,44678,508896,518942.72,456.885,1,3,runs/i5_2026-07-02/H_skew/patterns_et_32__enron_skew_clustered__pthread_chunked_v2__T12_rep03_perthread.log
H_skew,patterns_et_32,enron_skew_clustered,pthread_chunked_v2,12,rep04_perthread,12,4294967296,141136256,19466.492,20424.871,20520.808,21287.312,4.48,200.54,1.6822,12,44678,508896,518942.72,504.832,1,3,runs/i5_2026-07-02/H_skew/patterns_et_32__enron_skew_clustered__pthread_chunked_v2__T12_rep04_perthread.log
H_skew,patterns_et_32,enron_skew_clustered,pthread_chunked_v2,12,rep05_perthread,12,4294967296,141136256,20018.792,20900.588,20554.717,22128.254,5.25,195.98,1.6440,12,44678,508896,518942.72,456.169,1,3,runs/i5_2026-07-02/H_skew/patterns_et_32__enron_skew_clustered__pthread_chunked_v2__T12_rep05_perthread.log
