19:11:20	pre:patterns_snort__enron_corpus__sequential__T0	38000	38000	20000	38050	39050	48000	50000	39000	49000	2603
19:12:00	post:patterns_snort__enron_corpus__sequential__T0	75000	75000	20000	46050	44050	61000	62000	43000	61000	2144
19:12:00	pre:patterns_snort__enron_corpus__sequential_flat__T0	75000	75000	20000	46050	44050	56000	55000	43000	58000	2546
19:12:37	post:patterns_snort__enron_corpus__sequential_flat__T0	72000	72000	20000	49050	46050	58000	58000	46000	60000	2298
19:12:37	pre:patterns_snort__enron_corpus__pthread_chunked__T1	72000	72000	20000	49050	46050	56000	56000	46000	55000	2360
19:13:16	post:patterns_snort__enron_corpus__pthread_chunked__T1	76000	76000	20000	50050	47050	60000	62000	46000	62000	2606
19:13:16	pre:patterns_snort__enron_corpus__pthread_chunked_v2__T1	76000	76000	20000	50050	47050	58000	58000	46000	58000	2368
19:13:54	post:patterns_snort__enron_corpus__pthread_chunked_v2__T1	76000	76000	20000	50050	47050	59000	62000	48000	62000	2337
19:13:55	pre:patterns_snort__enron_corpus__pthread_chunked_v3__T1	76000	76000	20000	50050	47050	57000	58000	48000	58000	2563
19:14:33	post:patterns_snort__enron_corpus__pthread_chunked_v3__T1	77000	77000	20000	50050	48050	63000	63000	47000	60000	2050
19:14:33	pre:patterns_snort__enron_corpus__pthread_dynamic__T1	77000	77000	20000	50050	48050	58000	58000	47000	58000	2283
19:15:12	post:patterns_snort__enron_corpus__pthread_dynamic__T1	77000	77000	20000	51050	48050	63000	61000	48000	62000	2546
19:15:12	pre:patterns_snort__enron_corpus__pthread_prefetch__T1	77000	77000	20000	51050	48050	60000	58000	48000	58000	2377
19:15:50	post:patterns_snort__enron_corpus__pthread_prefetch__T1	77000	77000	20000	51050	48050	60000	62000	48000	59000	2531
19:15:50	pre:patterns_snort__enron_corpus__pthread_chunked_flat__T1	77000	77000	20000	51050	48050	57000	58000	48000	57000	2465
19:16:27	post:patterns_snort__enron_corpus__pthread_chunked_flat__T1	69000	69000	20000	50050	48050	61000	60000	48000	59000	2414
19:16:27	pre:patterns_snort__enron_corpus__pthread_chunked_v3_flat__T1	69000	69000	20000	50050	48050	59000	59000	48000	58000	2540
19:17:04	post:patterns_snort__enron_corpus__pthread_chunked_v3_flat__T1	72000	72000	20000	50050	47050	62000	60000	48000	60000	1867
19:17:04	pre:patterns_snort__enron_corpus__pthread_2d_sharded_chunked__T1	72000	72000	20000	50050	47050	57000	58000	48000	57000	2310
